"Aditi"
"7E:E1:85:D7:DE:44"
-87.2
-87.3
-87.4
-87.7
-87.77778
-87.25
-88.125
-89.0
-90.125
-91.166664
-91.166664
-90.85714
-90.85714
-91.4
-91.22222
-90.5
-90.0
-90.0
-90.0
-90.77778
-90.77778
-91.57143
-92.375
-94.125
-93.7
-93.7
-94.75
-94.57143
-95.5
-95.666664
-94.833336
-94.75
-97.5
-96.5
-95.4
-96.0
-94.57143
-94.57143
-94.833336
-94.666664
-94.666664
-94.55556
-95.44444
-95.0
-94.888885
-94.888885
-94.5
-94.125
-94.125
-93.125
-92.28571
-91.0
-91.0
-91.0
-91.0
-91.0
-91.0
-89.75
-89.333336
-89.14286
-89.14286
-89.875
-90.0
-90.375
-90.0
-90.0
-90.0
-90.833336
-91.0
-90.666664
-90.6
-92.333336
-92.0
-92.375
-92.4
-91.9
-91.888885
-92.125
-91.5
-90.7
-90.77778
-90.111115
-90.55556
-90.875
-90.888885
-90.888885
-91.25
-91.57143
-91.666664
-91.3
-90.5
-90.57143
-91.25
-91.25
-91.333336
-91.333336
-91.0
-92.0
-91.0
-91.0
-90.5
-90.85714
-91.0
-91.0
-91.77778
-91.888885
-92.125
-91.888885
-92.125
-91.75
-91.833336
-91.833336
-90.6
-91.4
-93.0
-92.833336
-92.6
-93.4
-94.0
-94.0
-94.0
-93.85714
-92.57143
-92.833336
-92.42857
-92.166664
-89.4
-88.833336
-89.28571
-89.5
-90.25
-90.14286
-90.166664
-90.166664
-90.5
-92.0
-92.0
-93.0
